module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::data::structural_field::value_storage::decode::scalar	crates/icydb-core/src/db/data/structural_field/value_storage/decode/scalar.rs	246	0	0	0.00	5	5	0	1	5
db::data::structural_field::value_storage::decode::value	crates/icydb-core/src/db/data/structural_field/value_storage/decode/value.rs	546	4	34	8.50	9	9	0	1	13
db::data::structural_field::value_storage::decode::view	crates/icydb-core/src/db/data/structural_field/value_storage/decode/view.rs	127	1	3	3.00	2	2	0	1	3
db::data::structural_field::value_storage::encode	crates/icydb-core/src/db/data/structural_field/value_storage/encode.rs	518	5	32	6.40	4	4	0	1	9
db::data::structural_field::value_storage	crates/icydb-core/src/db/data/structural_field/value_storage/mod.rs	59	0	0	0.00	2	2	0	1	2
db::data::structural_field::value_storage::primitives	crates/icydb-core/src/db/data/structural_field/value_storage/primitives.rs	178	0	0	0.00	6	6	0	1	6
db::data::structural_field::value_storage::skip	crates/icydb-core/src/db/data/structural_field/value_storage/skip.rs	76	1	5	5.00	3	3	0	1	4
db::data::structural_field::value_storage::tags	crates/icydb-core/src/db/data/structural_field/value_storage/tags.rs	37	0	0	0.00	0	0	0	0	0
db::data::structural_field::value_storage::walk	crates/icydb-core/src/db/data/structural_field/value_storage/walk.rs	156	0	0	0.00	8	8	0	2	8
db::data::structural_row	crates/icydb-core/src/db/data/structural_row.rs	605	4	8	2.00	13	13	0	1	17
db::diagnostics::execution_trace	crates/icydb-core/src/db/diagnostics/execution_trace.rs	384	1	0	0.00	1	1	0	1	2
db::diagnostics::integrity	crates/icydb-core/src/db/diagnostics/integrity.rs	216	6	14	2.33	4	4	0	1	10
db::diagnostics::local_instructions	crates/icydb-core/src/db/diagnostics/local_instructions.rs	31	0	0	0.00	0	0	0	0	0
db::diagnostics	crates/icydb-core/src/db/diagnostics/mod.rs	25	0	0	0.00	0	0	0	0	0
db::diagnostics::model	crates/icydb-core/src/db/diagnostics/model.rs	403	0	0	0.00	0	0	0	1	0
db::diagnostics::storage_report	crates/icydb-core/src/db/diagnostics/storage_report.rs	299	4	8	2.00	4	4	0	1	8
db::direction	crates/icydb-core/src/db/direction.rs	17	0	0	0.00	0	0	0	0	0
db::executor::aggregate::capability	crates/icydb-core/src/db/executor/aggregate/capability.rs	314	0	0	0.00	10	10	0	1	10
db::executor::aggregate::contracts::error	crates/icydb-core/src/db/executor/aggregate/contracts/error.rs	78	1	2	2.00	0	0	0	1	1
db::executor::aggregate::contracts::grouped::context	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/context.rs	406	0	0	0.00	11	11	0	3	11
db::executor::aggregate::contracts::grouped::engine	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/engine.rs	318	1	0	0.00	8	8	0	2	9
db::executor::aggregate::contracts::grouped	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts	crates/icydb-core/src/db/executor/aggregate/contracts/mod.rs	18	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts::spec	crates/icydb-core/src/db/executor/aggregate/contracts/spec.rs	158	7	28	4.00	0	0	0	1	7
db::executor::aggregate::contracts::state::control	crates/icydb-core/src/db/executor/aggregate/contracts/state/control.rs	73	4	8	2.00	0	0	0	1	4
db::executor::aggregate::contracts::state::distinct	crates/icydb-core/src/db/executor/aggregate/contracts/state/distinct.rs	62	0	0	0.00	0	0	0	1	0
db::executor::aggregate::contracts::state::factory	crates/icydb-core/src/db/executor/aggregate/contracts/state/factory.rs	73	0	0	0.00	2	2	0	1	2
db::executor::aggregate::contracts::state::grouped	crates/icydb-core/src/db/executor/aggregate/contracts/state/grouped.rs	513	10	26	2.60	17	17	0	1	27
db::executor::aggregate::contracts::state	crates/icydb-core/src/db/executor/aggregate/contracts/state/mod.rs	21	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts::state::reducer	crates/icydb-core/src/db/executor/aggregate/contracts/state/reducer.rs	380	27	72	2.67	3	3	0	1	30
db::executor::aggregate::contracts::state::scalar	crates/icydb-core/src/db/executor/aggregate/contracts/state/scalar.rs	118	2	8	4.00	1	1	0	1	3
db::executor::aggregate::distinct	crates/icydb-core/src/db/executor/aggregate/distinct.rs	127	0	0	0.00	4	4	0	1	4
db::executor::aggregate::execution	crates/icydb-core/src/db/executor/aggregate/execution.rs	692	11	31	2.82	2	2	0	1	13
db::executor::aggregate::fast_path	crates/icydb-core/src/db/executor/aggregate/fast_path.rs	424	2	10	5.00	15	15	0	1	17
db::executor::aggregate::field	crates/icydb-core/src/db/executor/aggregate/field/mod.rs	376	3	13	4.33	4	4	0	2	7
db::executor::aggregate::field_extrema	crates/icydb-core/src/db/executor/aggregate/field_extrema.rs	398	4	6	1.50	13	13	0	1	17
db::executor::aggregate::helpers	crates/icydb-core/src/db/executor/aggregate/helpers.rs	429	7	20	2.86	3	3	0	1	10
db::executor::aggregate::materialized_distinct	crates/icydb-core/src/db/executor/aggregate/materialized_distinct/mod.rs	28	0	0	0.00	0	0	0	1	0
db::executor::aggregate	crates/icydb-core/src/db/executor/aggregate/mod.rs	312	1	0	0.00	5	5	0	1	6
db::executor::aggregate::numeric	crates/icydb-core/src/db/executor/aggregate/numeric/mod.rs	360	5	11	2.20	9	9	0	1	14
db::executor::aggregate::projection::covering	crates/icydb-core/src/db/executor/aggregate/projection/covering.rs	28	0	0	0.00	0	0	0	1	0
db::executor::aggregate::projection	crates/icydb-core/src/db/executor/aggregate/projection/mod.rs	907	9	31	3.44	24	24	0	1	33
db::executor::aggregate::reducer_core	crates/icydb-core/src/db/executor/aggregate/reducer_core.rs	298	10	30	3.00	12	12	0	1	22
db::executor::aggregate::runtime::grouped_distinct::aggregate	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/aggregate.rs	309	3	8	2.67	5	5	0	2	8
db::executor::aggregate::runtime::grouped_distinct	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/mod.rs	41	0	0	0.00	1	1	0	1	1
db::executor::aggregate::runtime::grouped_fold::bundle	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/bundle.rs	403	1	0	0.00	4	4	0	1	5
db::executor::aggregate::runtime::grouped_fold::count::finalize	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/count/finalize.rs	26	0	0	0.00	0	0	0	1	0
db::executor::aggregate::runtime::grouped_fold::count::ingest	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/count/ingest.rs	229	3	6	2.00	4	4	0	1	7
db::executor::aggregate::runtime::grouped_fold::count	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/count/mod.rs	164	1	3	3.00	1	1	0	1	2
db::executor::aggregate::runtime::grouped_fold::count::state	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/count/state.rs	106	1	0	0.00	0	0	0	1	1
db::executor::aggregate::runtime::grouped_fold::count::window	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/count/window.rs	351	1	2	2.00	10	10	0	1	11
db::executor::aggregate::runtime::grouped_fold::dispatch	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/dispatch.rs	76	0	0	0.00	2	2	0	1	2
db::executor::aggregate::runtime::grouped_fold::distinct	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/distinct.rs	75	0	0	0.00	0	0	0	1	0
db::executor::aggregate::runtime::grouped_fold::generic	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/generic/mod.rs	5	0	0	0.00	0	0	0	0	0
db::executor::aggregate::runtime::grouped_fold::generic::runner	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/generic/runner.rs	228	0	0	0.00	3	3	0	1	3
db::executor::aggregate::runtime::grouped_fold::metrics	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/metrics.rs	250	0	0	0.00	0	0	0	1	0
db::executor::aggregate::runtime::grouped_fold	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/mod.rs	127	0	0	0.00	2	2	0	1	2
db::executor::aggregate::runtime::grouped_fold::page_finalize	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/page_finalize.rs	693	5	12	2.40	20	20	0	2	25
db::executor::aggregate::runtime::grouped_fold::utils::boundary	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/utils/boundary.rs	36	1	2	2.00	0	0	0	1	1
db::executor::aggregate::runtime::grouped_fold::utils::bucket	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/utils/bucket.rs	44	2	4	2.00	0	0	0	0	2
db::executor::aggregate::runtime::grouped_fold::utils::equality	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/utils/equality.rs	159	0	0	0.00	3	3	0	1	3
db::executor::aggregate::runtime::grouped_fold::utils::hashing	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/utils/hashing.rs	50	0	0	0.00	2	2	0	1	2
db::executor::aggregate::runtime::grouped_fold::utils	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/utils/mod.rs	19	0	0	0.00	0	0	0	0	0
db::executor::aggregate::runtime::grouped_fold::utils::sizing	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/utils/sizing.rs	17	0	0	0.00	0	0	0	0	0
db::executor::aggregate::runtime::grouped_output	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_output/mod.rs	371	0	0	0.00	6	6	0	1	6
db::executor::aggregate::runtime::grouped_row	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_row.rs	43	0	0	0.00	0	0	0	1	0
db::executor::aggregate::runtime	crates/icydb-core/src/db/executor/aggregate/runtime/mod.rs	37	0	0	0.00	0	0	0	1	0
db::executor::aggregate::scalar_terminals::diagnostics	crates/icydb-core/src/db/executor/aggregate/scalar_terminals/diagnostics.rs	145	1	2	2.00	1	1	0	1	2
db::executor::aggregate::scalar_terminals::expr_cache	crates/icydb-core/src/db/executor/aggregate/scalar_terminals/expr_cache.rs	133	0	0	0.00	2	2	0	1	2
db::executor::aggregate::scalar_terminals	crates/icydb-core/src/db/executor/aggregate/scalar_terminals/mod.rs	192	1	0	0.00	5	5	0	1	6
db::executor::aggregate::scalar_terminals::reducer	crates/icydb-core/src/db/executor/aggregate/scalar_terminals/reducer.rs	360	5	15	3.00	9	9	0	2	14
db::executor::aggregate::scalar_terminals::request	crates/icydb-core/src/db/executor/aggregate/scalar_terminals/request.rs	137	0	0	0.00	0	0	0	1	0
db::executor::aggregate::scalar_terminals::terminal	crates/icydb-core/src/db/executor/aggregate/scalar_terminals/terminal.rs	633	9	27	3.00	7	7	0	2	16
db::executor::aggregate::terminals	crates/icydb-core/src/db/executor/aggregate/terminals.rs	581	16	47	2.94	1	1	0	1	17
db::executor::authority::entity	crates/icydb-core/src/db/executor/authority/entity.rs	478	0	0	0.00	3	3	0	3	3
db::executor::authority	crates/icydb-core/src/db/executor/authority/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::covering	crates/icydb-core/src/db/executor/covering.rs	431	4	11	2.75	21	21	0	2	25
db::executor::delete::api	crates/icydb-core/src/db/executor/delete/api.rs	159	0	0	0.00	4	4	0	1	4
db::executor::delete::commit	crates/icydb-core/src/db/executor/delete/commit.rs	90	0	0	0.00	1	1	0	1	1
db::executor::delete	crates/icydb-core/src/db/executor/delete/mod.rs	25	0	0	0.00	0	0	0	0	0
db::executor::delete::runtime	crates/icydb-core/src/db/executor/delete/runtime.rs	172	0	0	0.00	1	1	0	2	1
db::executor::delete::structural_projection	crates/icydb-core/src/db/executor/delete/structural_projection.rs	208	0	0	0.00	3	3	0	1	3
db::executor::delete::typed	crates/icydb-core/src/db/executor/delete/typed.rs	116	0	0	0.00	1	1	0	1	1
db::executor::delete::types	crates/icydb-core/src/db/executor/delete/types.rs	209	0	0	0.00	2	2	0	2	2
db::executor::diagnostics::counters	crates/icydb-core/src/db/executor/diagnostics/counters.rs	111	0	0	0.00	0	0	0	2	0
db::executor::diagnostics	crates/icydb-core/src/db/executor/diagnostics/mod.rs	54	3	12	4.00	0	0	0	1	3
db::executor::diagnostics::node	crates/icydb-core/src/db/executor/diagnostics/node.rs	321	3	8	2.67	0	0	0	2	3
db::executor::explain::descriptor::aggregate	crates/icydb-core/src/db/executor/explain/descriptor/aggregate.rs	128	0	0	0.00	0	0	0	2	0
db::executor::explain::descriptor::load	crates/icydb-core/src/db/executor/explain/descriptor/load.rs	715	4	12	3.00	21	21	0	2	25
db::executor::explain::descriptor	crates/icydb-core/src/db/executor/explain/descriptor/mod.rs	22	0	0	0.00	0	0	0	0	0
db::executor::explain::descriptor::shared	crates/icydb-core/src/db/executor/explain/descriptor/shared/mod.rs	636	11	38	3.45	19	19	0	1	30
db::executor::explain::descriptor::shared::predicate	crates/icydb-core/src/db/executor/explain/descriptor/shared/predicate.rs	261	3	9	3.00	12	12	0	1	15
db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	553	10	29	2.90	6	6	0	3	16
db::executor::group::hash	crates/icydb-core/src/db/executor/group/hash.rs	161	0	0	0.00	1	1	0	2	1
db::executor::group::key	crates/icydb-core/src/db/executor/group/key.rs	518	5	12	2.40	1	1	0	2	6
db::executor::group	crates/icydb-core/src/db/executor/group/mod.rs	127	0	0	0.00	0	0	0	1	0
db::executor::kernel	crates/icydb-core/src/db/executor/kernel/mod.rs	464	1	2	2.00	21	21	0	1	22
db::executor	crates/icydb-core/src/db/executor/mod.rs	342	3	5	1.67	0	0	0	3	3
db::executor::mutation::commit_window	crates/icydb-core/src/db/executor/mutation/commit_window.rs	1002	3	9	3.00	18	18	0	1	21
db::executor::mutation	crates/icydb-core/src/db/executor/mutation/mod.rs	125	0	0	0.00	0	0	0	1	0
db::executor::mutation::save::batch	crates/icydb-core/src/db/executor/mutation/save/batch.rs	248	2	5	2.50	6	6	0	2	8
db::executor::mutation::save	crates/icydb-core/src/db/executor/mutation/save/mod.rs	238	6	18	3.00	4	4	0	1	10
db::executor::mutation::save::shared	crates/icydb-core/src/db/executor/mutation/save/shared.rs	173	2	5	2.50	2	2	0	1	4
db::executor::mutation::save::structural	crates/icydb-core/src/db/executor/mutation/save/structural.rs	507	1	2	2.00	7	7	0	1	8
db::executor::mutation::save::typed	crates/icydb-core/src/db/executor/mutation/save/typed.rs	202	0	0	0.00	1	1	0	1	1
db::executor::mutation::save_validation	crates/icydb-core/src/db/executor/mutation/save_validation.rs	656	9	31	3.44	23	23	0	2	32
db::executor::order	crates/icydb-core/src/db/executor/order.rs	817	10	28	2.80	12	12	0	2	22
db::executor::pipeline::contracts::execution::inputs	crates/icydb-core/src/db/executor/pipeline/contracts/execution/inputs.rs	427	4	8	2.00	2	2	0	1	6
db::executor::pipeline::contracts::execution	crates/icydb-core/src/db/executor/pipeline/contracts/execution/mod.rs	20	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::execution::outcomes	crates/icydb-core/src/db/executor/pipeline/contracts/execution/outcomes.rs	71	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::execution::stream	crates/icydb-core/src/db/executor/pipeline/contracts/execution/stream.rs	99	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::fast_stream	crates/icydb-core/src/db/executor/pipeline/contracts/fast_stream.rs	57	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::grouped	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/mod.rs	8	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::grouped::route_stage	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::grouped::route_stage::payload	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/payload.rs	73	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::grouped::route_stage::projection	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/projection.rs	220	1	0	0.00	2	2	0	2	3
db::executor::pipeline::contracts::materialization	crates/icydb-core/src/db/executor/pipeline/contracts/materialization.rs	51	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts	crates/icydb-core/src/db/executor/pipeline/contracts/mod.rs	165	3	6	2.00	0	0	0	1	3
db::executor::pipeline::contracts::post_access	crates/icydb-core/src/db/executor/pipeline/contracts/post_access.rs	53	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::scan	crates/icydb-core/src/db/executor/pipeline/contracts/scan.rs	106	0	0	0.00	0	0	0	1	0
db::executor::pipeline::entrypoints::grouped	crates/icydb-core/src/db/executor/pipeline/entrypoints/grouped.rs	491	1	2	2.00	6	6	0	4	7
db::executor::pipeline::entrypoints	crates/icydb-core/src/db/executor/pipeline/entrypoints/mod.rs	215	1	2	2.00	0	0	0	3	1
db::executor::pipeline::entrypoints::scalar::diagnostics	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/diagnostics.rs	93	0	0	0.00	0	0	0	1	0
db::executor::pipeline::entrypoints::scalar::entrypoints	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/entrypoints.rs	490	1	2	2.00	3	3	0	2	4
db::executor::pipeline::entrypoints::scalar::finalize	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/finalize.rs	28	0	0	0.00	0	0	0	1	0
